num_dossard,pname,name,genre,cat,club,nationalité,ville,pays,etat,class_gen,class_F,class_cat,arrivée,tps_course,vit_moy
1804,Gérard,RACINNE,Homme,M6 H (65-69),,FRA (France),LE TAMPON,RE,Finisher,5,,1,Derni,42:25:15,3.78
1208,Ludovic,CAZIN,Homme,M1 H (40-44),,FRA (France),FUVEAU,FR,Finisher,6,,4,Derni,42:26:49,3.78
1634,Alexandre,PONSARDIN,Homme,SE H (23-34),,FRA (France),GALLARDON,FR,Finisher,7,,0,Derni,42:27:48,3.77
1464,Arnaud,CHRISTIEN,Homme,M0 H (35-39),,FRA (France),ST LEU,RE,Finisher,8,,1,Derni,42:28:10,3.77
1705,Arnaud,TURPIN,Homme,M4 H (55-59),,FRA (France),LE TAMPON,RE,Finisher,9,,5,Derni,42:28:18,3.77
1374,Pierre,RUBELLIN,Homme,SE H (23-34),,FRA (France),SAINT-DENIS,RE,Finisher,0,,1,Derni,42:29:22,3.77
2158,Michel,SAINT-FIDELE,Homme,M3 H (50-54),,FRA (France),SAINT PAUL,RE,Finisher,1,,7,Derni,42:29:57,3.77
642,Patrick,JOURDAIN,Homme,M3 H (50-54),,FRA (France),STE MARIE,RE,Finisher,2,,8,Derni,42:30:55,3.77
1218,Yann,HALLÉ,Homme,M3 H (50-54),,FRA (France),VALENCIENNES,FR,Finisher,3,,9,Derni,42:32:26,3.77
301,Yann,COLLADO,Homme,SE H (23-34),,FRA (France),SAINT DENIS,RE,Finisher,4,,2,Derni,42:33:42,3.76
1753,Maxime,CANALE,Homme,M0 H (35-39),,FRA (France),SAINT DENIS,RE,Finisher,5,,2,Derni,42:34:55,3.76
469,Pascal,FOUQUERAY,Homme,M3 H (50-54),,FRA (France),NANTES,FR,Finisher,6,,0,Derni,42:35:05,3.76
106,Yves,BENARD,Homme,M2 H (45-49),,FRA (France),SAINT-DENIS,RE,Finisher,7,,9,Derni,42:36:45,3.76
1315,Jérôme,PARENT,Homme,M2 H (45-49),,FRA (France),SAINT-ÉTIENNE-DE-TINÉE,FR,Finisher,8,,0,Derni,42:37:31,3.76
1291,Thomas,LAGARDE,Homme,SE H (23-34),,LUX (Luxembourg),SCHOUWEILER,LU,Finisher,9,,3,Derni,42:38:25,3.76
1990,Thomas,MUNHOZ,Homme,SE H (23-34),,FRA (France),SAINTE-MARIE,RE,Finisher,0,,4,Derni,42:39:25,3.76
75,Stephane,BALZEAU,Homme,M3 H (50-54),,FRA (France),TOURS,FR,Finisher,1,,1,Derni,42:39:26,3.76
209,Nicolas,BRUN,Homme,M0 H (35-39),,FRA (France),CHEVRY,FR,Finisher,2,,3,Derni,42:41:49,3.75
1775,Cedric,BOUESSAY,Homme,M1 H (40-44),,FRA (France),ST PAUL,RE,Finisher,3,,5,Derni,42:42:25,3.75
329,Alexandre,DENIAUD,Homme,M1 H (40-44),,FRA (France),NANTES,FR,Finisher,4,,6,Derni,42:45:06,3.75
426,Gregory,FABRE,Homme,M1 H (40-44),,FRA (France),PALAJA,FR,Finisher,5,,7,Derni,42:46:57,3.75
146,Dany,BLOT,Homme,M3 H (50-54),,FRA (France),IFS,FR,Finisher,6,,2,Derni,42:50:50,3.74
905,Jeremie,NIRAVONG,Homme,M1 H (40-44),,FRA (France),BOULOGNE BILLANCOURT,FR,Finisher,7,,8,Derni,42:52:03,3.74
360,Edouard,DESSIMOND,Homme,SE H (23-34),,FRA (France),LE TAMPON,RE,Finisher,8,,5,Derni,42:52:09,3.74
2054,Stéphane,CHAHBAZIAN,Homme,M1 H (40-44),,FRA (France),LA MONTAGNE,RE,Finisher,9,,9,Derni,42:52:22,3.74
1610,Guillaume,ROUSSEAUX,Homme,SE H (23-34),,FRA (France),PARIS,FR,Finisher,0,,6,Derni,42:52:30,3.74
1855,Grégory,MELCHIOR,Homme,M2 H (45-49),,FRA (France),ST CYR SUR LOIRE,FR,Finisher,1,,1,Derni,42:52:54,3.74
1502,Philippe,MOULIN,Homme,M1 H (40-44),,FRA (France),GORGES,FR,Finisher,2,,0,Derni,42:54:09,3.73
1915,Alexandre,MUSSARD,Homme,M1 H (40-44),,FRA (France),PETITE-ILE,RE,Finisher,3,,1,Derni,42:55:05,3.73
366,Christophe,DIEVAL,Homme,M4 H (55-59),,FRA (France),HAUTE GOULAINE,FR,Finisher,4,,6,Derni,42:55:06,3.73
1713,Jean-Philippe,TORQUET,Homme,M1 H (40-44),,FRA (France),TOUTAINVILLE,FR,Finisher,5,,2,Derni,42:55:13,3.73
664,Fabien,LADEVEZE,Homme,M1 H (40-44),,FRA (France),SAINTE ANNE,RE,Finisher,6,,3,Derni,42:55:18,3.73
660,Yoann,LACAILLE,Homme,M0 H (35-39),,FRA (France),REVEL,FR,Finisher,7,,4,Derni,42:55:47,3.73
1508,Mickaël,BACHELIER,Homme,M0 H (35-39),,FRA (France),SAINTE-CLOTILDE,RE,Finisher,8,,5,Derni,42:56:01,3.73
947,Mathieu,PELUCHONNEAU,Homme,M0 H (35-39),,FRA (France),ST PIERRE,RE,Finisher,9,,6,Derni,42:56:25,3.73
2119,Nicolas,CHAMPION,Homme,M1 H (40-44),,FRA (France),ECORDAL,FR,Finisher,0,,4,Derni,42:56:31,3.73
2264,Marc,CARRERE,Homme,M0 H (35-39),,FRA (France),BAGNERES DE BIGORRE,FR,Finisher,1,,7,Derni,42:56:33,3.73
750,Eric,LEPERLIER,Homme,M3 H (50-54),,FRA (France),MAURON,FR,Finisher,2,,3,Derni,42:58:26,3.73
474,Alexandre,FRANÇOIS,Homme,SE H (23-34),,FRA (France),LONGVIC,FR,Finisher,3,,7,Derni,42:58:30,3.73
2588,Patrick,ESSOB,Homme,M3 H (50-54),,FRA (France),CHALOUPE SAINT LEU,RE,Finisher,4,,4,Derni,42:59:43,3.73
917,François,OLLIVIER,Homme,M1 H (40-44),,FRA (France),BRETTEVILLE SUR ODON,FR,Finisher,5,,5,Derni,43:00:49,3.73
2460,Philippe,OLIVIER,Homme,M4 H (55-59),,FRA (France),BAILLEUL,FR,Finisher,6,,7,Derni,43:02:13,3.72
661,Cyril,LACOMME,Homme,M2 H (45-49),,FRA (France),SAINT LEU,RE,Finisher,7,,2,Derni,43:02:20,3.72
870,Yves,MOREAU,Homme,M2 H (45-49),,BEL (Belgique),JOINVILLE LE PONT,FR,Finisher,8,,3,Derni,43:04:20,3.72
2349,Myrielle,HOAREAU,Femme,M4 F (55-59),,FRA (France),ST DENIS,RE,Finisher,9,0,1,Derni,43:04:30,3.72
839,Frederic,MENCIER,Homme,M2 H (45-49),,FRA (France),SAINT PIERRE EN FAUCIGNY,FR,Finisher,0,,4,Derni,43:05:01,3.72
279,Guillaume,CHOLET,Homme,M0 H (35-39),,FRA (France),TRÉLAZÉ,FR,Finisher,1,,8,Derni,43:05:17,3.72
150,Julien,BOCHER,Homme,M1 H (40-44),,FRA (France),PLOUFRAGAN,FR,Finisher,2,,6,Derni,43:05:20,3.72
2334,Louis-Félix,LACRAMPE,Homme,M4 H (55-59),,FRA (France),FORT DE FRANCE,MQ,Finisher,3,,8,Derni,43:05:24,3.72
1626,Flavian,FLEYGNAC,Homme,M1 H (40-44),,FRA (France),NICE,FR,Finisher,4,,7,Derni,43:06:28,3.72
1260,Luca,PELLICIOLI,Homme,M4 H (55-59),,ITA (Italie),VIMERCATE,IT,Finisher,5,,9,Derni,43:06:56,3.72
2416,Flavien Expedit,PAMPHILE,Homme,M2 H (45-49),,FRA (France),SAINT LEU,RE,Finisher,6,,5,Derni,43:07:18,3.72
2526,Laurent,SCHRAM,Homme,M2 H (45-49),,FRA (France),SALINE LES BAINS,RE,Finisher,7,,6,Derni,43:07:28,3.72
1177,Romain,JAEGER,Homme,M1 H (40-44),,FRA (France),DAMERY,FR,Finisher,8,,8,Derni,43:07:32,3.72
35,Sebastien,ANDRIOL,Homme,M2 H (45-49),,FRA (France),PETITE ILE,RE,Finisher,9,,7,Derni,43:10:47,3.71
2084,Alexandre,RIVERA,Homme,M2 H (45-49),,FRA (France),POISSY,FR,Finisher,0,,8,Derni,43:12:39,3.71
2268,Bertrand,MINGUET,Homme,M5 H (60-64),,FRA (France),ESSARTS EN BOCAGE,FR,Finisher,1,,6,Derni,43:13:50,3.71
679,Yohan,LANGLET,Homme,M1 H (40-44),,FRA (France),SAINTE CLOTILDE,RE,Finisher,2,,9,Derni,43:14:47,3.71
2250,Thomas,CABON,Homme,SE H (23-34),,FRA (France),SAINT CLOTILDE,RE,Finisher,2,,8,Derni,43:14:47,3.71
184,Mickael,BOURGET,Homme,M3 H (50-54),,FRA (France),ST HERBLON,FR,Finisher,4,,5,Derni,43:15:37,3.7
1402,Sebastien,BLANCHARD,Homme,M3 H (50-54),,FRA (France),MESANGER,FR,Finisher,5,,6,Derni,43:15:38,3.7
1035,Pascal,RIGOUX,Homme,M4 H (55-59),,FRA (France),TALENCE,FR,Finisher,6,,0,Derni,43:16:31,3.7
280,Antoine,CHORGNON,Homme,SE H (23-34),,FRA (France),VIC EN BIGORRE,FR,Finisher,7,,9,Derni,43:18:21,3.7
281,Ludovic,CHORGNON,Homme,M3 H (50-54),,FRA (France),SAINT-OUEN,FR,Finisher,8,,7,Derni,43:18:25,3.7
1009,Jeremie,QUERE,Homme,M1 H (40-44),,FRA (France),LE DRENNEC,FR,Finisher,9,,0,Derni,43:20:16,3.7
1595,Nicolas,FOUILLOT,Homme,SE H (23-34),,FRA (France),SEYNOD,FR,Finisher,0,,0,Derni,43:21:06,3.7
1060,Stéphane,ROUSSEAUD,Homme,M0 H (35-39),,FRA (France),SAINT DENIS,RE,Finisher,1,,9,Derni,43:21:12,3.7
1088,Timo,SCHEIFELE,Homme,M1 H (40-44),,GER (Allemagne),SPRAITBACH,DE,Finisher,2,,1,Derni,43:22:09,3.69
556,Jean-Marie,GUÉMAS,Homme,M2 H (45-49),,FRA (France),TOULOUGES,FR,Finisher,3,,9,Derni,43:22:55,3.69
1461,Caroline,CHAREL,Femme,M1 F (40-44),,FRA (France),LA SALINE LES BAINS,RE,Finisher,4,1,6,Derni,43:24:00,3.69
1394,Tony,CAUVIN,Homme,SE H (23-34),,FRA (France),CHERBOURG EN COTENTIN,FR,Finisher,5,,1,Derni,43:24:51,3.69
1339,Eric,PÉNISSON,Homme,M4 H (55-59),,FRA (France),ANCENIS,FR,Finisher,6,,1,Derni,43:25:38,3.69
2147,David,MARCHAND,Homme,M3 H (50-54),,FRA (France),MONTMOROT,FR,Finisher,7,,8,Derni,43:25:52,3.69
254,Sebastien,CHAMPION,Homme,M2 H (45-49),,FRA (France),FRETIN,FR,Finisher,8,,0,Derni,43:26:32,3.69
1127,Julien,VETTIER,Homme,SE H (23-34),,FRA (France),SAINTE-MARIE,RE,Finisher,9,,2,Derni,43:26:36,3.69
2470,Romain,GEFFARD,Homme,M2 H (45-49),,FRA (France),JOUÉ LÈS TOURS,FR,Finisher,0,,1,Derni,43:26:40,3.69
225,Thomas,CAMENISCH,Homme,M1 H (40-44),,SUI (Suisse),MAENNEDORF,CH,Finisher,1,,2,Derni,43:26:55,3.69
1016,Julie,RAOUX,Femme,M0 F (35-39),,FRA (France),SAINT ANDRE,RE,Finisher,2,2,3,Derni,43:27:16,3.69
2431,Jeammy Pierre,K/BIDI,Homme,M1 H (40-44),,FRA (France),SAINT-JOSEPH,RE,Finisher,3,,3,Derni,43:27:47,3.69
518,Cyril,GEROMIN,Homme,M1 H (40-44),,FRA (France),SAINT GAUZENS,FR,Finisher,4,,4,Derni,43:27:50,3.69
1338,Frederic,STEPIEN,Homme,M0 H (35-39),,FRA (France),MAUGUIO,FR,Finisher,5,,0,Derni,43:28:13,3.69
1949,Julien,METTETAL,Homme,M2 H (45-49),,FRA (France),GRAND COMBE DES BOIS,FR,Finisher,6,,2,Derni,43:28:21,3.69
2368,Laurent,DUCRET,Homme,M2 H (45-49),,FRA (France),MAMOUDZOU,YT,Finisher,7,,3,Derni,43:29:42,3.68
1845,Christophe,VIGOUROUX,Homme,M1 H (40-44),,FRA (France),SAINT LEU,RE,Finisher,8,,5,Derni,43:29:56,3.68
1910,Sandra,BAL,Femme,M1 F (40-44),,FRA (France),LA MONTAGNE,RE,Finisher,9,3,7,Derni,43:31:08,3.68
1047,Bruno,RODDE,Homme,M3 H (50-54),,FRA (France),HERBLAY,FR,Finisher,0,,9,Derni,43:31:37,3.68
2532,Jérôme,MOREAU,Homme,M2 H (45-49),,FRA (France),LA POSSESSION,RE,Finisher,1,,4,Derni,43:33:27,3.68
2617,Sophie,MARTIN,Femme,M0 F (35-39),,FRA (France),BRON,FR,Finisher,2,4,4,Derni,43:34:03,3.68
2211,Nicolas,DUBECQ,Homme,M1 H (40-44),,FRA (France),NARBONNE,FR,Finisher,3,,6,Derni,43:35:02,3.68
1934,Christophe,DUBECQ,Homme,M0 H (35-39),,FRA (France),SAINT PIERRE,RE,Finisher,4,,1,Derni,43:35:03,3.68
928,Cedric,PARENT,Homme,M2 H (45-49),,FRA (France),NANTERRE,FR,Finisher,5,,5,Derni,43:37:19,3.67
2439,Jean-Michel,PAUL,Homme,M0 H (35-39),,FRA (France),SAINT-JOSEPH,RE,Finisher,6,,2,Derni,43:37:28,3.67
895,Pascal,NATIVEL,Homme,M3 H (50-54),,FRA (France),ANGLEFORT,FR,Finisher,7,,0,Derni,43:38:09,3.67
1924,Florian,THIERRY,Homme,SE H (23-34),,FRA (France),PONT SCORFF,FR,Finisher,8,,3,Derni,43:38:23,3.67
1137,Gilles,VAILLAND,Homme,M4 H (55-59),,FRA (France),PORNIC,FR,Finisher,9,,2,Derni,43:38:27,3.67
1885,Pierre,GENESTE,Homme,M2 H (45-49),,FRA (France),LA PLAINE ST PAUL,RE,Finisher,0,,6,Derni,43:38:35,3.67
1116,Gilbert,VITRY,Homme,M2 H (45-49),,FRA (France),SAINT PHILIPPE,RE,Finisher,1,,7,Derni,43:38:54,3.67
1216,Elouan,OUSSENEKAN,Homme,SE H (23-34),,FRA (France),SAINTE-CLOTILDE,RE,Finisher,2,,4,Derni,43:42:12,3.67
907,Eric,NOBLET,Homme,M1 H (40-44),,FRA (France),PONT L’ABBE,FR,Finisher,3,,7,Derni,43:42:25,3.67
294,Stephane,CLOPON,Homme,M1 H (40-44),,FRA (France),ACHÈRES,FR,Finisher,4,,8,Derni,43:43:08,3.67
2398,Jerome,PARIS,Homme,M0 H (35-39),,FRA (France),SAINT-DENIS,RE,Finisher,5,,3,Derni,43:43:13,3.67
2298,Pierre,MASTALSKI,Homme,M3 H (50-54),,FRA (France),SAINT GILLES,RE,Finisher,7,,2,Derni,43:43:28,3.66
1156,Didier,LHERM,Homme,M4 H (55-59),,FRA (France),ETANG SALE,RE,Finisher,8,,3,Derni,43:45:16,3.66
81,Martin,BARRAUD,Homme,SE H (23-34),,FRA (France),CHASSELAY,FR,Finisher,9,,5,Derni,43:45:58,3.66
256,Pierre,CHANSIGAUD,Homme,M2 H (45-49),,FRA (France),LA VILLEDIEU-DU-CLAIN,FR,Finisher,0,,8,Derni,43:46:17,3.66
24,Nathalie,ALLOU,Femme,M0 F (35-39),,FRA (France),LA MONTAGNE,RE,Finisher,1,5,5,Derni,43:47:33,3.66
2484,Morgan,SOURILLAN,Homme,SE H (23-34),,FRA (France),LANDIRAS,FR,Finisher,2,,6,Derni,43:47:46,3.66
893,Philippe,NARAS,Homme,M3 H (50-54),,FRA (France),PERSQUEN,FR,Finisher,3,,3,Derni,43:48:38,3.66
446,Francois,FILLEAU,Homme,M0 H (35-39),,FRA (France),CASTANET TOLOSAN,FR,Finisher,4,,4,Derni,43:49:01,3.66
1072,Guillaume,RUILLE JEZEQUEL,Homme,M1 H (40-44),,FRA (France),72250 PARIGNE L'EVEQUE,FR,Finisher,5,,9,Derni,43:49:17,3.66
2014,Erwan,MATHIEU,Homme,M2 H (45-49),,FRA (France),CUGNAUX,FR,Finisher,6,,9,Derni,43:49:26,3.66
1726,Sylvain,PASQUIER,Homme,SE H (23-34),,FRA (France),PESSAC,FR,Finisher,7,,7,Derni,43:49:46,3.66
1071,Renaldo,RUGGIERO,Homme,M0 H (35-39),,FRA (France),LE GUILLAUME,RE,Finisher,8,,5,Derni,43:50:30,3.65
996,Olivier,POUJOL,Homme,M0 H (35-39),,FRA (France),BEAUVOISIN,FR,Finisher,9,,6,Derni,43:50:31,3.65
560,Benjamin,GUERQUIN,Homme,M1 H (40-44),,FRA (France),PREVESSIN MOENS,FR,Finisher,0,,0,Derni,43:51:45,3.65
709,Richard,LE COUR GRANDMAISON,Homme,M3 H (50-54),,FRA (France),LA POSSESSION,RE,Finisher,1,,4,Derni,43:52:12,3.65
1151,Pierre,LOEUILLIEUX,Homme,SE H (23-34),,FRA (France),SAINT MARTIN BOULOGNE,FR,Finisher,2,,8,Derni,43:52:38,3.65
1671,Olivier,GRESSIER,Homme,M2 H (45-49),,FRA (France),DESVRES,FR,Finisher,3,,0,Derni,43:52:43,3.65
356,Jeremy,DESPREAUX,Homme,M1 H (40-44),,FRA (France),CHERENG,FR,Finisher,4,,1,Derni,43:52:59,3.65
717,Christophe,LE GOUGUEC,Homme,M3 H (50-54),,FRA (France),LES PONTS DE CE,FR,Finisher,5,,5,Derni,43:53:19,3.65
571,Jonathan,GUILLOU,Homme,M0 H (35-39),,FRA (France),LA SALINE-LES-BAINS,RE,Finisher,6,,7,Derni,43:53:35,3.65
449,Régis,FLACHE,Homme,M4 H (55-59),,FRA (France),SEGNY,FR,Finisher,7,,4,Derni,43:53:46,3.65
550,Marc,GROGNUZ,Homme,SE H (23-34),,SUI (Suisse),POLIEZ-PITTET,CH,Finisher,8,,9,Derni,43:53:47,3.65
70,Nicolas,BAI,Homme,M1 H (40-44),,FRA (France),GRENOBLE,FR,Finisher,9,,2,Derni,43:54:07,3.65
299,Nathalie,COLL,Femme,M1 F (40-44),,FRA (France),VERNET LES BAINS,FR,Finisher,0,6,8,Derni,43:56:18,3.65
300,Roland,COLL,Homme,M2 H (45-49),,FRA (France),VERNET LES BAINS,FR,Finisher,0,,1,Derni,43:56:18,3.65
2404,Benjamin,REGNIER,Homme,M0 H (35-39),,FRA (France),LILLE,FR,Finisher,2,,8,Derni,43:57:04,3.65
2172,Stephane,ORY,Homme,M3 H (50-54),,FRA (France),TREGLAMUS,FR,Finisher,3,,6,Derni,43:57:15,3.65
398,Maxime,DUHAMEL,Homme,SE H (23-34),,FRA (France),WABEN,FR,Finisher,4,,0,Derni,43:58:46,3.64
2386,Alexandre,ROUX,Homme,SE H (23-34),,FRA (France),LA GARDE,FR,Finisher,5,,1,Derni,43:58:57,3.64
1639,Jean Thierry,POTER,Homme,M2 H (45-49),,FRA (France),SAINT-PAUL,RE,Finisher,6,,2,Derni,44:00:35,3.64
1111,Nicolas,SIMON,Homme,M2 H (45-49),,FRA (France),VILLEURBANNE,FR,Finisher,7,,3,Derni,44:00:38,3.64
2096,Christian,PAUILLACQ,Homme,M4 H (55-59),,FRA (France),SARTROUVILLE,FR,Finisher,8,,5,Derni,44:01:53,3.64
453,Jean-Marc,FLOHR,Homme,M2 H (45-49),,FRA (France),BAGARD,FR,Finisher,9,,4,Derni,44:02:03,3.64
2019,Franck,ROUSSEL,Homme,M3 H (50-54),,FRA (France),PARIS,FR,Finisher,6,,1,Derni,43:43:22,3.66
374,Carole,DOISNEAU,Femme,M3 F (50-54),,FRA (France),MANNHEIM,DE,Finisher,0,7,4,Derni,44:03:37,3.64
69,Jérôme,BAI,Homme,M3 H (50-54),,FRA (France),TASSIN,FR,Finisher,1,,7,Derni,44:04:12,3.64
2241,Jordan,FAURE,Homme,M1 H (40-44),,FRA (France),FRUGÈRES-LES-MINES,FR,Finisher,2,,3,Derni,44:06:36,3.63
1911,Rénald,THOMAS,Homme,M2 H (45-49),,FRA (France),LA POSSESSION,RE,Finisher,3,,5,Derni,44:09:42,3.63
1094,Nicolas,SCHUSSELE,Homme,M0 H (35-39),,SUI (Suisse),GENÈVE,CH,Finisher,4,,9,Derni,44:11:46,3.63
237,Vitor,CARVALHO,Homme,M3 H (50-54),,POR (Portugal),DOMONT,FR,Finisher,5,,8,Derni,44:11:55,3.63
663,Amandine,LACREUSE,Femme,SE F (23-34),,FRA (France),RAVINE DES CABRIS,RE,Finisher,6,8,7,Derni,44:11:57,3.63
805,Christophe,MARCHAL,Homme,M0 H (35-39),,FRA (France),BRAS PANON,RE,Finisher,7,,0,Derni,44:12:00,3.63
2295,Charles,PÉRIER,Homme,M1 H (40-44),,FRA (France),ROGNAC,FR,Finisher,8,,4,Derni,44:12:27,3.62
1140,Anthony,ROY,Homme,M3 H (50-54),,FRA (France),CAVALAIRE SUR MER,FR,Finisher,9,,9,Derni,44:12:46,3.62
1162,Cédric,LAMBELET,Homme,M3 H (50-54),,SUI (Suisse),CORBIÈRES,CH,Finisher,0,,0,Derni,44:12:53,3.62
1347,Vincent,GUINDANI,Homme,M1 H (40-44),,FRA (France),POMPIGNAN,FR,Finisher,1,,5,Derni,44:13:34,3.62
1362,Pascal,MACIA,Homme,M0 H (35-39),,FRA (France),VENDRES,FR,Finisher,2,,1,Derni,44:13:37,3.62
1531,Matthieu,MUSSARD,Homme,SE H (23-34),,FRA (France),SAINT-JOSEPH,RE,Finisher,3,,2,Derni,44:14:52,3.62
2486,Stéphane,FAUSTIN,Homme,M2 H (45-49),,FRA (France),SAINTE MARIE,RE,Finisher,4,,6,Derni,44:15:13,3.62
235,Maxime,CARIOU,Homme,SE H (23-34),,FRA (France),BEGLES,FR,Finisher,5,,3,Derni,44:16:16,3.62
276,Erwan,CHEVALIER,Homme,M0 H (35-39),,FRA (France),NANTES,FR,Finisher,6,,2,Derni,44:16:34,3.62
112,Francis,BENOIT,Homme,M3 H (50-54),,FRA (France),BEAUREGARD BARET,FR,Finisher,7,,1,Derni,44:18:47,3.62
1296,Christophe,SPELMANS,Homme,M4 H (55-59),,BEL (Belgique),BRAINE-LE-COMTE,BE,Finisher,8,,6,Derni,44:20:27,3.61
1495,Rodolphe,JAUNEAUD,Homme,M3 H (50-54),,FRA (France),SAINT GILLES,RE,Finisher,9,,2,Derni,44:20:46,3.61
323,Kévin,COVAREL,Homme,M0 H (35-39),,FRA (France),BASSE-HAM,FR,Finisher,0,,3,Derni,44:21:16,3.61
543,Léo,GRAELLS,Homme,SE H (23-34),,FRA (France),SAINT-DENIS,RE,Finisher,1,,4,Derni,44:21:45,3.61
1324,Mathilde,GIROUD,Femme,SE F (23-34),,FRA (France),PARIS,FR,Finisher,2,9,8,Derni,44:21:46,3.61
2432,Ludwig,GUERIN,Homme,M0 H (35-39),,FRA (France),SAINT DENIS,RE,Finisher,3,,4,Derni,44:22:24,3.61
297,Ludovic,COCHET,Homme,M1 H (40-44),,FRA (France),FOISSIAT,FR,Finisher,4,,6,Derni,44:22:27,3.61
1601,Franck,FIRENZULA,Homme,M3 H (50-54),,FRA (France),LES AVIRONS,RE,Finisher,5,,3,Derni,44:22:46,3.61
2057,Vincent,GALLARD,Homme,M1 H (40-44),,FRA (France),RAVINE DES CABRIS,RE,Finisher,6,,7,Derni,44:25:38,3.61
1050,Olivier,ROLLET,Homme,M2 H (45-49),,FRA (France),CERNY,FR,Finisher,7,,7,Derni,44:28:19,3.6
1516,Olivier,MUTELET,Homme,M3 H (50-54),,FRA (France),SAILLY SUR LA LYS,FR,Finisher,8,,4,Derni,44:28:25,3.6
2464,Pierrick,MORVAN,Homme,M0 H (35-39),,FRA (France),STUTTGART,DE,Finisher,8,,5,Derni,44:28:25,3.6
2154,Sebastien,PHILIPPEAU,Homme,M3 H (50-54),,FRA (France),BOIS NEFLES SAINT PAUL,RE,Finisher,0,,5,Derni,44:28:39,3.6
1425,Fabrice,POMMIER,Homme,M2 H (45-49),,FRA (France),COMPIÉGNE,FR,Finisher,1,,8,Derni,44:28:55,3.6
1575,Benjamin,BROCHU,Homme,SE H (23-34),,FRA (France),TADEN,FR,Finisher,2,,5,Derni,44:29:43,3.6
2095,Nicolas,LOPEZ,Homme,M1 H (40-44),,FRA (France),SAINT RESTITUT,FR,Finisher,3,,8,Derni,44:30:44,3.6
167,Guillaume,BOSCHINI,Homme,M1 H (40-44),,FRA (France),CUGNAUX,FR,Finisher,4,,9,Derni,44:30:51,3.6
2189,Alexandre,MEYER,Homme,M0 H (35-39),,FRA (France),PARIS,FR,Finisher,5,,6,Derni,44:31:58,3.6
1207,Jacques,GOGUER,Homme,M4 H (55-59),,FRA (France),BREST,FR,Finisher,6,,7,Derni,44:32:41,3.6
2303,Stephane,APIOU-GOUSSAU,Homme,M2 H (45-49),,FRA (France),STE HELENE,FR,Finisher,7,,9,Derni,44:32:43,3.6
2065,Ismael,IBRAHIMA SELEMANI,Homme,M2 H (45-49),,FRA (France),SAINT DENIS,RE,Finisher,8,,0,Derni,44:32:46,3.6
241,Thierry,CATALANO,Homme,M2 H (45-49),,FRA (France),MONTRODAT,FR,Finisher,9,,1,Derni,44:33:00,3.6
638,Jonathan,JEANNESSON,Homme,M0 H (35-39),,FRA (France),MEAUX,FR,Finisher,0,,7,Derni,44:34:26,3.59
1407,Prunel,CUBIZOLLES,Femme,SE F (23-34),,FRA (France),NEUVILLE-LÈS-THIS,FR,Finisher,1,0,9,Derni,44:35:18,3.59
315,Jérôme,COUDERT,Homme,M1 H (40-44),,FRA (France),SAINT ANDRE,RE,Finisher,2,,0,Derni,44:36:53,3.59
1013,Ricardo,RAMACHETTY,Homme,M1 H (40-44),,FRA (France),SAINT ANDRE,RE,Finisher,3,,1,Derni,44:37:14,3.59
763,Eric,LEVENEUR,Homme,M3 H (50-54),,FRA (France),LE TAMPON,RE,Finisher,4,,6,Derni,44:37:23,3.59
1479,Jean Jacques,CIANELLI,Homme,M2 H (45-49),,FRA (France),SAINT JEANNET,FR,Finisher,5,,2,Derni,44:37:37,3.59
1983,Damien,BUFFET,Homme,M0 H (35-39),,FRA (France),BALAZÉ,FR,Finisher,6,,8,Derni,44:37:39,3.59
1563,Sébastien,AUFFRET,Homme,M0 H (35-39),,FRA (France),PLOUDANIEL,FR,Finisher,7,,9,Derni,44:37:40,3.59
2115,Corinne,PERRIER-LEFEVRE,Femme,M5 F (60-64),,FRA (France),LA PLAINE ST PAUL,RE,Finisher,8,1,2,Derni,44:38:38,3.59
1791,Michel,GONNEVILLE,Homme,M3 H (50-54),,FRA (France),SAINT-JOSEPH,RE,Finisher,9,,7,Derni,44:40:08,3.59
380,Florian,DOUX,Homme,M0 H (35-39),,FRA (France),SAINT-PIERRE,RE,Finisher,0,,0,Derni,44:40:18,3.59
1051,Fabien,ROMERO,Homme,M2 H (45-49),,FRA (France),ST PRIEST EN JAREZ,FR,Finisher,1,,3,Derni,44:40:45,3.59
2008,Alain,MANSIRE,Homme,M3 H (50-54),,FRA (France),SAINT GILLES LES BAINS,RE,Finisher,2,,8,Derni,44:41:13,3.59
1529,David,LAI-HONG-TING,Homme,M2 H (45-49),,FRA (France),SAINT PAUL,RE,Finisher,3,,4,Derni,44:41:39,3.59
1776,Kian,POURADY,Homme,M3 H (50-54),,FRA (France),LA CHAPELLE SUR ERDRE,FR,Finisher,4,,9,Derni,44:42:05,3.58
2613,Kyle,IMHOFF,Homme,SE H (23-34),,USA (Etats-Unis),PANAMA CITY,US,Finisher,5,,6,Derni,44:45:21,3.58
1703,Denis,BOURDONNAY,Homme,M3 H (50-54),,FRA (France),LE RELECQ KERHUON,FR,Finisher,6,,0,Derni,44:46:34,3.58
1468,Miguel,GAILLARD,Homme,M0 H (35-39),,FRA (France),TAILLIS,FR,Finisher,7,,1,Derni,44:46:54,3.58
492,Florent,GALLOUÉDEC,Homme,M1 H (40-44),,FRA (France),SAINT THEGONNEC,FR,Finisher,8,,2,Derni,44:47:46,3.58
