num_dossard,pname,name,genre,cat,club,nationalité,ville,pays,etat,class_gen,class_F,class_cat,arrivée,tps_course,vit_moy
2285,Sébastien,VIALE,Homme,M0 H (35-39),,FRA (France),SAINT DENIS,RE,Finisher,4,,4,Derni,55:01:53,2.91
1597,Mathieu,ALAERTS,Homme,SE H (23-34),,BEL (Belgique),SAINT GILLES LES BAINS,RE,Finisher,5,,7,Derni,55:03:22,2.91
482,Florent,FROUX,Homme,M0 H (35-39),,FRA (France),PETITE ILE,RE,Finisher,6,,5,Derni,55:05:14,2.91
2067,Pascal,HALNA,Homme,M3 H (50-54),,FRA (France),PORDIC,FR,Finisher,7,,3,Derni,55:05:39,2.91
1189,Annie Claude,GRENIER,Femme,M2 F (45-49),,FRA (France),LE TAMPON,RE,Finisher,8,1,4,Derni,55:07:31,2.91
1076,Jean-Marie,SANCHEZ,Homme,M2 H (45-49),,FRA (France),REMBERCOURT,FR,Finisher,9,,0,Derni,55:08:33,2.91
634,Pierre,JANEX,Homme,M4 H (55-59),,FRA (France),ST CYR L ECOLE,FR,Finisher,0,,1,Derni,55:09:59,2.9
2489,Christophe,DEROUET,Homme,M4 H (55-59),,FRA (France),PLOUGASTEL DAOULAS,FR,Finisher,1,,2,Derni,55:10:01,2.9
2197,Jean-Michel,TALOTOKY,Homme,M1 H (40-44),,FRA (France),SAINTE-MARIE,RE,Finisher,2,,9,Derni,55:11:54,2.9
1295,Giovanni,VADAMOOTOO,Homme,SE H (23-34),,MRI (Maurice),QUARTIER MILITAIRE,MU,Finisher,3,,8,Derni,55:13:17,2.9
1247,Peter,VAN DER HEIJDEN,Homme,M3 H (50-54),,NED (Pays-Bas),LIEMPDE,NL,Finisher,4,,4,Derni,55:15:04,2.9
2179,Sebastien,SABI,Homme,M0 H (35-39),,FRA (France),LES AVIRONS,RE,Finisher,5,,6,Derni,55:17:32,2.9
1186,Pierre,BASSET,Homme,SE H (23-34),,FRA (France),MTSAMBORO,YT,Finisher,6,,9,Derni,55:18:31,2.9
1534,Dmitrii,REMEZKOV,Homme,M1 H (40-44),,FRA (France),GRASSE,FR,Finisher,7,,0,Derni,55:19:40,2.9
1221,Maxence,BOULLÉ,Homme,SE H (23-34),,FRA (France),MTSAMBORO,YT,Finisher,8,,0,Derni,55:19:44,2.9
1623,Stéphane,CLOAREC,Homme,M3 H (50-54),,FRA (France),PLOUGASTEL,FR,Finisher,9,,5,Derni,55:20:00,2.9
1859,Florence,CLOAREC,Femme,M2 F (45-49),,FRA (France),PLOUGASTEL DAOULAS,FR,Finisher,0,2,5,Derni,55:20:02,2.9
2281,Gilles,TOURNAY,Homme,M3 H (50-54),,FRA (France),LA MOTTE SERVOLEX,FR,Finisher,1,,6,Derni,55:20:06,2.9
652,Frederic,KARAKANIAN,Homme,M4 H (55-59),,FRA (France),MIRAMAS,FR,Finisher,2,,3,Derni,55:21:47,2.89
2226,Vincent,THOUENON,Homme,M1 H (40-44),,FRA (France),ST DENIS,RE,Finisher,3,,1,Derni,55:22:03,2.89
1083,Jerome,SARTRE,Homme,M3 H (50-54),,FRA (France),CROLLES,FR,Finisher,4,,7,Derni,55:22:17,2.89
1858,Jean Christophe,PITARQUE,Homme,M5 H (60-64),,FRA (France),SAINTE CLOTILDE,RE,Finisher,5,,7,Derni,55:22:59,2.89
645,Cyrielle,JOURNOT,Femme,SE F (23-34),,FRA (France),LES ECORCES,FR,Finisher,6,3,0,Derni,55:24:45,2.89
2585,Bertrand,OUVRARD,Homme,M6 H (65-69),,FRA (France),ST NAZAIRE,FR,Finisher,7,,9,Derni,55:25:20,2.89
1869,Arthur,SEGURET,Homme,M0 H (35-39),,FRA (France),ST PIERRE,RE,Finisher,8,,7,Derni,55:26:27,2.89
1182,Philippe,BASSET,Homme,M5 H (60-64),,FRA (France),NANTEUIL-LÈS-MEAUX,FR,Finisher,9,,8,Derni,55:28:27,2.89
1592,Hubert,DE DUCLA,Homme,M2 H (45-49),,FRA (France),SAINTE CLOTILDE,RE,Finisher,0,,1,Derni,55:29:36,2.89
943,Olivier,PECONDON,Homme,M3 H (50-54),,FRA (France),AGEN,FR,Finisher,1,,8,Derni,55:29:42,2.89
2469,Henri-Michel,PERRINE,Homme,M1 H (40-44),,FRA (France),SAINT-ANDRE,RE,Finisher,2,,2,Derni,55:30:22,2.89
1255,Themy,DEL CAMPO BARAJAS,Homme,M1 H (40-44),,MEX (Mexique),OTTERBURN PARK,CA,Finisher,3,,3,Derni,55:30:41,2.89
601,Olivier,HOARAU,Homme,M2 H (45-49),,FRA (France),SAINT BENOÏT,RE,Finisher,4,,2,Derni,55:33:34,2.88
1664,Adrien,LAUTREFIN,Homme,M0 H (35-39),,FRA (France),SAINT-PAUL,RE,Finisher,5,,8,Derni,55:35:37,2.88
2603,Josian,BAYARD,Homme,M2 H (45-49),,FRA (France),ST JOSEPH,RE,Finisher,6,,3,Derni,55:35:56,2.88
15,Brahim,AIT OUMGHAR,Homme,M1 H (40-44),,MAR (Maroc),KARIAT SALE  RABAT,MA,Finisher,7,,4,Derni,55:36:25,2.88
1343,Clement,MENTION,Homme,ES H (20-22),,FRA (France),SAVIGNY LE TEMPLE,FR,Finisher,8,,1,Derni,55:40:36,2.88
41,Nicolas,ATRUX TALLAU,Homme,M0 H (35-39),,FRA (France),THONES,FR,Finisher,9,,9,Derni,55:41:26,2.88
2534,Laurent,FALCOZ,Homme,M2 H (45-49),,FRA (France),SASSENAGE,FR,Finisher,0,,4,Derni,55:42:17,2.88
1818,Sophie,FAUSTIN,Femme,M3 F (50-54),,FRA (France),SAINTE CLOTILDE,RE,Finisher,1,4,1,Derni,55:42:28,2.88
2601,Olivier,GASTRIN,Homme,M1 H (40-44),,FRA (France),SAINT JOSEPH,RE,Finisher,2,,5,Derni,55:45:58,2.87
1289,Bruno,BOURGUIGNON,Homme,M4 H (55-59),,BEL (Belgique),TERVUREN,BE,Finisher,3,,4,Derni,55:47:26,2.87
2215,Pierrick,HIBON,Homme,SE H (23-34),,FRA (France),PITON ST LEU,RE,Finisher,4,,1,Derni,55:48:48,2.87
484,Frederic,FUMERY,Homme,M1 H (40-44),,FRA (France),HÔPITAL DU GROS-BOIS,FR,Finisher,5,,6,Derni,55:49:23,2.87
1167,Christelle,KLEPACZ,Femme,M0 F (35-39),,FRA (France),PONT-À-MOUSSON,FR,Finisher,6,5,1,Derni,55:49:53,2.87
1683,Laurent,FLYE SAINTE MARIE,Homme,M2 H (45-49),,FRA (France),ETANG SALE,RE,Finisher,7,,5,Derni,55:54:22,2.87
555,Irma,GROOTSCHOLTEN,Femme,M2 F (45-49),,NED (Pays-Bas),WATERINGEN,NL,Finisher,8,6,6,Derni,55:55:04,2.87
1453,Laurent,WACKER,Homme,M2 H (45-49),,FRA (France),SAINT LEU,RE,Finisher,9,,6,Derni,55:55:15,2.87
2219,Pascal,ROLLIN,Homme,M3 H (50-54),,FRA (France),BESANCON,FR,Finisher,0,,9,Derni,55:57:06,2.86
1360,Gianni,LOCARINI,Homme,SE H (23-34),,FRA (France),PARIS,FR,Finisher,1,,2,Derni,55:58:44,2.86
2478,Sabrina,FONTAINE,Femme,M0 F (35-39),,FRA (France),SAINT DENIS,RE,Finisher,2,7,2,Derni,55:59:01,2.86
1890,Mireille,VELIA TOUSSAINT,Femme,M3 F (50-54),,FRA (France),LA MONTAGNE,RE,Finisher,3,8,2,Derni,56:01:14,2.86
1235,Pascual,GIL ROLDAN,Homme,M3 H (50-54),,ESP (Espagne),LYON,FR,Finisher,4,,0,Derni,56:02:19,2.86
33,Yannick,ANDRE,Homme,M5 H (60-64),,FRA (France),ALBIES,FR,Finisher,5,,9,Derni,56:04:03,2.86
393,Sarah,DUCHOUD,Femme,M1 F (40-44),,SUI (Suisse),SAVIÈSE,CH,Finisher,6,9,9,Derni,56:05:23,2.86
2401,Didier Pierre,PAYET,Homme,M3 H (50-54),,FRA (France),LE TAMPON,RE,Finisher,6,,1,Derni,56:05:23,2.86
1298,Xavier,DUCHOUD,Homme,M1 H (40-44),,SUI (Suisse),DAILLENS,CH,Finisher,8,,7,Derni,56:05:24,2.86
2141,Jeremy,CAMELIN,Homme,M1 H (40-44),,FRA (France),PLAINE DES CAFRES,RE,Finisher,9,,8,Derni,56:07:30,2.86
1805,Jerome,PAILLARD,Homme,M3 H (50-54),,FRA (France),SAINT JOSEPH,RE,Finisher,0,,2,Derni,56:08:22,2.85
649,Josélito,K/BIDI,Homme,M2 H (45-49),,FRA (France),SAINT DENIS,RE,Finisher,1,,7,Derni,56:09:32,2.85
52,Joseph,ATTIAVE,Homme,M1 H (40-44),,FRA (France),SAINT BENOÎT,RE,Finisher,2,,9,Derni,56:10:15,2.85
2015,Jean Vincent,LABIE,Homme,M3 H (50-54),,FRA (France),SAINT-DENIS,RE,Finisher,3,,3,Derni,56:10:37,2.85
1857,Wolfgang,LEGOFF,Homme,M2 H (45-49),,FRA (France),RENNES,FR,Finisher,4,,8,Derni,56:13:15,2.85
1153,Bruno,LIVERTOUX,Homme,M2 H (45-49),,FRA (France),ROYAT,FR,Finisher,5,,9,Derni,56:13:44,2.85
1637,Sylvain,BODI,Homme,M1 H (40-44),,FRA (France),PLERIN,FR,Finisher,6,,0,Derni,56:14:02,2.85
2412,Lois,CONTE,Homme,SE H (23-34),,FRA (France),SAINTE-MARIE,RE,Finisher,7,,3,Derni,56:14:11,2.85
588,Nassir,HEDARALY,Homme,M1 H (40-44),,FRA (France),LE PORT,RE,Finisher,8,,1,Derni,56:14:58,2.85
834,Françoise,MAYET,Femme,M4 F (55-59),,FRA (France),LA POSSESSION,RE,Finisher,9,0,5,Derni,56:17:29,2.85
820,Laurent,MARTIN,Homme,M3 H (50-54),,FRA (France),PROVEYSIEUX,FR,Finisher,0,,4,Derni,56:23:40,2.84
1130,Philippe,VERBRUGGEN,Homme,M1 H (40-44),,BEL (Belgique),RHODE-SAINT-GENÈSE,BE,Finisher,1,,2,Derni,56:24:52,2.84
214,Laurent,BUSCHECK,Homme,M3 H (50-54),,FRA (France),WATTWILLER,FR,Finisher,2,,5,Derni,56:25:40,2.84
1752,Alexandre,BRETON,Homme,M1 H (40-44),,FRA (France),LES HAUTS GENEVEYS,CH,Finisher,3,,3,Derni,56:26:23,2.84
2319,Yoland,LEFEVRE,Homme,M3 H (50-54),,FRA (France),ST JOSEPH,RE,Finisher,4,,6,Derni,56:27:08,2.84
1438,Sebastien,RESTELLINI,Homme,SE H (23-34),,FRA (France),SAINT LEU,RE,Finisher,5,,4,Derni,56:29:21,2.84
1923,Didier,BLANCARD,Homme,M3 H (50-54),,FRA (France),SAINT ANDRE,RE,Finisher,6,,7,Derni,56:30:19,2.84
320,Marie-Jose,COUTE,Femme,M5 F (60-64),,FRA (France),RIVIERE SALEE,MQ,Finisher,7,1,7,Derni,56:31:29,2.83
175,Ugo,BOUISSAGUET,Homme,SE H (23-34),,FRA (France),SAINT DENIS,RE,Finisher,8,,5,Derni,56:32:26,2.83
2245,Sabine,CAZALOT,Femme,M2 F (45-49),,FRA (France),LAVERNOSE LACASSE,FR,Finisher,9,2,7,Derni,56:35:20,2.83
950,Viviane,PERIGNON,Femme,M3 F (50-54),,FRA (France),CERNAY LA VILLE,FR,Finisher,0,3,3,Derni,56:36:01,2.83
554,Idriss,GRONDIN,Homme,M1 H (40-44),,FRA (France),LE PORT,RE,Finisher,1,,4,Derni,56:36:27,2.83
20,David,ALEXANDRE,Homme,M2 H (45-49),,FRA (France),NIORT,FR,Finisher,2,,0,Derni,56:36:32,2.83
266,François,VICQ,Homme,M2 H (45-49),,FRA (France),CHATELAILLON PLAGE,FR,Finisher,3,,1,Derni,56:36:36,2.83
357,Xavier,DESPRINGRE,Homme,M5 H (60-64),,FRA (France),BOLLENE,FR,Finisher,4,,0,Derni,56:38:37,2.83
358,Françoise,DESPRINGRE,Femme,M5 F (60-64),,FRA (France),BOLLENE,FR,Finisher,4,4,8,Derni,56:38:37,2.83
2393,Benjamin,FAUTRAT,Homme,SE H (23-34),,FRA (France),SAINT-PIERRE LA REUNION,RE,Finisher,6,,6,Derni,56:40:20,2.83
540,Nathalie,GOUY,Femme,M1 F (40-44),,FRA (France),SAINT EGREVE,FR,Finisher,7,5,0,Derni,56:43:41,2.82
682,Marco,LANZENI,Homme,M3 H (50-54),,ITA (Italie),PRE SAINT DIDIER,IT,Finisher,8,,8,Derni,56:43:43,2.82
1332,Franck,VAUDRY,Homme,M0 H (35-39),,FRA (France),LE HAVRE,FR,Finisher,9,,0,Derni,56:49:06,2.82
706,Laurent,LE BOULANGER,Homme,M2 H (45-49),,FRA (France),PLOEUC L'HERMITAGE,FR,Finisher,0,,2,Derni,56:49:33,2.82
1851,Mathieu,BARBEIRA,Homme,M0 H (35-39),,FRA (France),BOIS DE NEFLES ST PAUL,RE,Finisher,1,,1,Derni,56:50:25,2.82
1899,Jhony Bernard,PHOCION,Homme,M4 H (55-59),,FRA (France),LA MONTAGNE,RE,Finisher,2,,5,Derni,56:52:51,2.82
424,Bruno,EUZENAT,Homme,M4 H (55-59),,FRA (France),NANTES,FR,Finisher,3,,6,Derni,56:53:02,2.82
1310,Ludovic,LAUWERS,Homme,M3 H (50-54),,FRA (France),LILLE,FR,Finisher,4,,9,Derni,56:54:30,2.82
630,Patrick,JACQUET,Homme,M1 H (40-44),,FRA (France),LA POSSESSION,RE,Finisher,5,,5,Derni,56:55:54,2.81
2167,Thierry,ETHEVE,Homme,M3 H (50-54),,FRA (France),ST LEU,RE,Finisher,6,,0,Derni,56:57:00,2.81
897,Jean-Michel,NAUDAT,Homme,M4 H (55-59),,FRA (France),SAINT PAUL,RE,Finisher,7,,7,Derni,56:57:08,2.81
1572,Simon,DEMAREST,Homme,SE H (23-34),,FRA (France),LE HAVRE,FR,Finisher,8,,7,Derni,56:59:06,2.81
2272,Sylvie,TIBERE,Femme,M0 F (35-39),,FRA (France),SAINT PAUL,RE,Finisher,9,6,3,Derni,57:01:03,2.81
1821,Jean-Luc,MARIMOUTOU,Homme,M3 H (50-54),,FRA (France),SAINT-ANDRE,RE,Finisher,0,,1,Derni,57:04:26,2.81
812,Raphaël,MARITAUD,Homme,M0 H (35-39),,FRA (France),LYON,FR,Finisher,1,,2,Derni,57:04:54,2.81
1269,Grégory,MASSART,Homme,M0 H (35-39),,BEL (Belgique),GRAIDE,BE,Finisher,2,,3,Derni,57:05:26,2.81
189,Pascal,BOYER,Homme,M3 H (50-54),,FRA (France),LIBREVILLE,GA,Finisher,3,,2,Derni,57:05:27,2.81
1178,Katrien,JACQUES,Femme,M1 F (40-44),,BEL (Belgique),GRAIDE,BE,Finisher,3,7,1,Derni,57:05:27,2.81
1470,Tony,CORNUAULT,Homme,M1 H (40-44),,FRA (France),BRAS PANON,RE,Finisher,5,,6,Derni,57:05:48,2.81
2279,Sebastien,PRIMAULT,Homme,M2 H (45-49),,FRA (France),VILLERABLE,FR,Finisher,6,,3,Derni,57:05:56,2.81
143,Thierry,BLANC,Homme,M4 H (55-59),,FRA (France),FOISSIAT,FR,Finisher,7,,8,Derni,57:06:47,2.81
468,Marie Pierre,FOUQUERAY,Femme,M3 F (50-54),,FRA (France),NANTES,FR,Finisher,8,8,4,Derni,57:06:59,2.81
1806,Philippe,LE GOFF,Homme,M4 H (55-59),,FRA (France),LANDELEAU,FR,Finisher,9,,9,Derni,57:07:22,2.81
245,Sullivan,CHABOT,Homme,M2 H (45-49),,FRA (France),SAINT PAUL,RE,Finisher,0,,4,Derni,57:10:49,2.8
2132,Sebastien,VINEL,Homme,M2 H (45-49),,FRA (France),ST PIERRE,RE,Finisher,1,,5,Derni,57:10:53,2.8
2202,Thierry,QUESNE,Homme,M4 H (55-59),,FRA (France),VIGNEUX-SUR-SEINE,FR,Finisher,2,,0,Derni,57:13:38,2.8
2454,Richard,VOILQUIN,Homme,M3 H (50-54),,FRA (France),PUTEAUX,FR,Finisher,3,,3,Derni,57:16:12,2.8
418,Thierry,ESPAGNET,Homme,M4 H (55-59),,FRA (France),MARIGOT,FR,Finisher,4,,1,Derni,57:16:21,2.8
365,Sylvain,DIAZ,Homme,M3 H (50-54),,FRA (France),LA PLAINE DES PALMISTES,RE,Finisher,5,,4,Derni,57:17:02,2.8
1138,Jean Michel,VACHON,Homme,M4 H (55-59),,FRA (France),FONTAINES LES DIJON,FR,Finisher,6,,2,Derni,57:17:31,2.8
2382,Francois Xavier,AMIEL,Homme,M1 H (40-44),,FRA (France),LE RAINCY,FR,Finisher,7,,7,Derni,57:17:33,2.8
258,Germain,CHAPOT,Homme,SE H (23-34),,FRA (France),LYON,FR,Finisher,8,,8,Derni,57:17:35,2.8
730,Johny,LEBON,Homme,M2 H (45-49),,FRA (France),LIVRY GARGAN,FR,Finisher,9,,6,Derni,57:17:36,2.8
2121,Martial,DELAPIERRE,Homme,M2 H (45-49),,FRA (France),DOUDEVILLE,FR,Finisher,0,,7,Derni,57:20:16,2.79
2083,Stephane,DELAMARE,Homme,M5 H (60-64),,FRA (France),YERVILLE,FR,Finisher,1,,1,Derni,57:20:17,2.79
96,Benoit,BEAUFILS,Homme,M3 H (50-54),,FRA (France),SAINT BERTHEVIN,FR,Finisher,2,,5,Derni,57:20:18,2.79
1558,Christophe,OLLIVIER,Homme,M5 H (60-64),,FRA (France),JOINVILLE LE PONT,FR,Finisher,3,,2,Derni,57:20:23,2.79
785,David-Pol,LUTTENBACHER,Homme,M2 H (45-49),,FRA (France),LA POSSESSION,RE,Finisher,4,,8,Derni,57:20:54,2.79
1443,Quentin,RICHIER,Homme,SE H (23-34),,FRA (France),SAINT DENIS,RE,Finisher,5,,9,Derni,57:22:00,2.79
976,Ronan,PINCEMIN,Homme,M0 H (35-39),,FRA (France),LANNION,FR,Finisher,6,,4,Derni,57:23:46,2.79
1530,Joachim,GONNEAU,Homme,M5 H (60-64),,FRA (France),POSSESSION,RE,Finisher,7,,3,Derni,57:26:36,2.79
2136,Marc,GASQUE,Homme,M4 H (55-59),,FRA (France),CARNOULES,FR,Finisher,8,,3,Derni,57:27:18,2.79
871,Patrice,MOREL,Homme,M3 H (50-54),,FRA (France),PLEBOULLE,FR,Finisher,9,,6,Derni,57:30:09,2.79
757,Gaetan,LESGUER,Homme,M3 H (50-54),,FRA (France),L'HOTELLERIE DE FLÉE,FR,Finisher,0,,7,Derni,57:30:12,2.79
713,Gilles,LE GALL,Homme,M4 H (55-59),,FRA (France),ITTEVILLE,FR,Finisher,1,,4,Derni,57:30:13,2.79
840,Vincent,MERCIER,Homme,M2 H (45-49),,FRA (France),VERT LE PETIT,FR,Finisher,2,,9,Derni,57:30:16,2.79
1747,Guillaume,BEAUFILS,Homme,M1 H (40-44),,FRA (France),TROUVILLE ALLIQUERVILLE,FR,Finisher,2,,8,Derni,57:30:16,2.79
566,Yann,GUILLAUME,Homme,M3 H (50-54),,FRA (France),CASTRES GIRONDE,FR,Finisher,4,,8,Derni,57:31:35,2.79
2020,Bertrand,OLLIVIER,Homme,M1 H (40-44),,FRA (France),CANTELOUP,FR,Finisher,5,,9,Derni,57:34:14,2.78
719,Marc,LE GUIGNER,Homme,M4 H (55-59),,FRA (France),ROSPEZ,FR,Finisher,6,,5,Derni,57:34:52,2.78
1301,Paul,GAFITA,Homme,M1 H (40-44),,ROU (Roumanie),BAGNOLES DE L'ORNE,FR,Finisher,7,,0,Derni,57:35:29,2.78
408,Christophe,DURAND,Homme,M3 H (50-54),,FRA (France),SAINT MARTIN,FR,Finisher,8,,9,Derni,57:36:20,2.78
1520,Denis,REVELLE,Homme,M5 H (60-64),,FRA (France),SAINTE SUZANNE,RE,Finisher,9,,4,Derni,57:37:05,2.78
2052,Julie,DE LUCA,Femme,SE F (23-34),,FRA (France),DOIZIEUX,FR,Finisher,0,9,1,Derni,57:38:40,2.78
979,Pierrick,PITIOT,Homme,M0 H (35-39),,FRA (France),DOIZIEUX,FR,Finisher,1,,5,Derni,57:38:42,2.78
2013,Didier Albert,HOARAU,Homme,M1 H (40-44),,FRA (France),SAINT JOSEPH,RE,Finisher,2,,1,Derni,57:39:29,2.78
1006,Jean Luc,PRUGNERES,Homme,M5 H (60-64),,FRA (France),LA POSSESSION,RE,Finisher,3,,5,Derni,57:39:31,2.78
240,Romain,CASTELLO,Homme,M0 H (35-39),,FRA (France),SAINT PIERRE,RE,Finisher,4,,6,Derni,57:39:34,2.78
2327,Sophie,MERCIER,Femme,M3 F (50-54),,FRA (France),VERT LE PETIT,FR,Finisher,5,0,5,Derni,57:40:17,2.78
2191,Fabien,VITRY,Homme,M0 H (35-39),,FRA (France),SAINT DENIS,RE,Finisher,6,,7,Derni,57:40:19,2.78
2193,Jean Bernard,HOARAU,Homme,M2 H (45-49),,FRA (France),SAINT JOSEPH,RE,Finisher,7,,0,Derni,57:40:23,2.78
2493,Valerie,CONNAN,Femme,M1 F (40-44),,FRA (France),UTUROA,PF,Finisher,8,1,2,Derni,57:41:02,2.78
118,Rudy,BERILE,Homme,M0 H (35-39),,FRA (France),SAINT-DENIS,RE,Finisher,9,,8,Derni,57:41:14,2.78
2405,Sylvain,MOREL,Homme,M0 H (35-39),,FRA (France),LA MONTAGNE,RE,Finisher,0,,9,Derni,57:41:38,2.78
1992,Arnaud,FRANCOISE,Homme,M2 H (45-49),,FRA (France),IFS,FR,Finisher,1,,1,Derni,57:44:14,2.78
2462,Matthieu,DEBRIS,Homme,M3 H (50-54),,FRA (France),HÉROUVILLE SAINT-CLAIR,FR,Finisher,2,,0,Derni,57:44:15,2.78
1074,Michel,SAIDI,Homme,M4 H (55-59),,FRA (France),LA PLAINE DES CAFRES,RE,Finisher,3,,6,Derni,57:44:46,2.77
535,Eric,GONNET,Homme,M5 H (60-64),,FRA (France),CRAS SUR REYSSOUZE,FR,Finisher,4,,6,Derni,57:45:02,2.77
1662,Jean Claude,ESPARON,Homme,M5 H (60-64),,FRA (France),SAINT DENIS,RE,Finisher,5,,7,Derni,57:47:43,2.77
1219,Laurence,MAGE,Femme,M3 F (50-54),,FRA (France),LOUBRESSAC,FR,Finisher,6,2,6,Derni,57:48:59,2.77
1710,Jean-Christophe,BOUBAULT,Homme,M3 H (50-54),,FRA (France),SAINT LOUIS,RE,Finisher,6,,1,Derni,57:48:59,2.77
982,Benjamin,PLESSIS,Homme,M0 H (35-39),,FRA (France),MONTROUGE,FR,Finisher,8,,0,Derni,57:50:39,2.77
126,Florian,BERTHIER,Homme,M0 H (35-39),,FRA (France),REPLONGES,FR,Finisher,9,,1,Derni,57:51:08,2.77
1103,Frédéric,SERRE,Homme,M3 H (50-54),,FRA (France),OBERSAASHEIM,FR,Finisher,0,,2,Derni,57:53:26,2.77
857,Laurence,MODIN,Femme,M4 F (55-59),,FRA (France),GUJAN MESTRAS,FR,Finisher,1,3,6,Derni,57:53:58,2.77
2157,Eddy,MARIANNE,Homme,M1 H (40-44),,FRA (France),SAINT PAUL,RE,Finisher,2,,2,Derni,57:55:07,2.77
480,Jean-Louis,FROIDEFOND,Homme,M3 H (50-54),,FRA (France),SALLES ARBUISSONNAS,FR,Finisher,3,,3,Derni,57:57:21,2.76
99,Francis,BEGUE,Homme,M4 H (55-59),,FRA (France),SAINTE CLOTILDE,RE,Finisher,4,,7,Derni,57:57:49,2.76
1813,Frédéric,KERMOUNE,Homme,M3 H (50-54),,FRA (France),SAINT GILLES LES BAINS,RE,Finisher,5,,4,Derni,57:57:52,2.76
737,Alexandre,LECLERCQ,Homme,SE H (23-34),,BEL (Belgique),LA MONTAGNE,RE,Finisher,6,,0,Derni,57:59:52,2.76
1957,Zacharie,LABIB,Homme,M0 H (35-39),,FRA (France),NANTERRE,FR,Finisher,7,,2,Derni,58:00:04,2.76
2098,Yannick,LEROSEY,Homme,M4 H (55-59),,FRA (France),BIHOREL,FR,Finisher,8,,8,Derni,58:02:48,2.76
338,Guillaume,DALLE,Homme,M1 H (40-44),,FRA (France),PLOUGAR,FR,Finisher,9,,3,Derni,58:03:47,2.76
55,Nicolas,AUGE,Homme,M0 H (35-39),,FRA (France),GRAULHET,FR,Finisher,0,,3,Derni,58:03:51,2.76
434,Paul,FARGES,Homme,M3 H (50-54),,FRA (France),LAMORLAYE,FR,Finisher,1,,5,Derni,58:04:02,2.76
2302,Jean Yves,GEDEAS,Homme,M3 H (50-54),,FRA (France),RIVIÈRE SAINT-LOUIS,RE,Finisher,2,,6,Derni,58:04:26,2.76
1670,Gilles,GRONDIN,Homme,M3 H (50-54),,FRA (France),SOULUTRÈ,FR,Finisher,3,,7,Derni,58:05:14,2.76
1415,Jean-Sébastien,PERRET,Homme,M3 H (50-54),,FRA (France),SAINT LOUIS,RE,Finisher,4,,8,Derni,58:05:48,2.76
2253,Joseph Sebastien,VIDOT,Homme,M1 H (40-44),,FRA (France),LE GUILLAUME,RE,Finisher,5,,4,Derni,58:06:36,2.76
1980,Guillaume,SOULLARD,Homme,M1 H (40-44),,FRA (France),LA MONTAGNE,FR,Finisher,6,,5,Derni,58:09:01,2.76
511,Fanny,GAY,Femme,M0 F (35-39),,FRA (France),SAINT PAUL,RE,Finisher,7,4,4,Derni,58:10:09,2.75
2554,Yannick,LEBRUN,Homme,M3 H (50-54),,FRA (France),LE HAVRE,FR,Finisher,8,,9,Derni,58:10:12,2.75
391,Henri-Paul,DUCHEMANN,Homme,M3 H (50-54),,FRA (France),SAINT PHILIPPE,RE,Finisher,9,,0,Derni,58:12:22,2.75
242,Laurent,CATHERINNE,Homme,M2 H (45-49),,FRA (France),VERLHAC TESCOU,FR,Finisher,0,,2,Derni,58:12:59,2.75
2581,Nathanaël,JURICIC,Homme,M2 H (45-49),,FRA (France),SAINT LEU,RE,Finisher,1,,3,Derni,58:14:21,2.75
777,Serge,LOUPY,Homme,M4 H (55-59),,FRA (France),ARGENTRE,FR,Finisher,2,,9,Derni,58:16:47,2.75
1230,Laure,LE POMMELLEC,Femme,M3 F (50-54),,FRA (France),MANOSQUE,FR,Finisher,3,5,7,Derni,58:17:14,2.75
113,William,MUSSARD,Homme,M2 H (45-49),,FRA (France),SAINTE CLOTILDE,RE,Finisher,4,,4,Derni,58:18:24,2.75
2292,Didier,TAUZIET,Homme,M3 H (50-54),,FRA (France),VIGNEUX SUR SEINE,FR,Finisher,5,,1,Derni,58:19:38,2.75
1968,Yohann,SERRAND,Homme,M2 H (45-49),,FRA (France),RENNES,FR,Finisher,6,,5,Derni,58:20:37,2.75
2262,Jimmy Jean Fred,BLIN,Homme,M3 H (50-54),,FRA (France),SAINT-DENIS,RE,Finisher,7,,2,Derni,58:22:23,2.75
152,Damien,BOIRON-ZELI,Homme,M2 H (45-49),,FRA (France),BOIS DE NEFLE SAINT PAUL,RE,Finisher,8,,6,Derni,58:24:20,2.74
1982,Frédéric,GRONDIN,Homme,M0 H (35-39),,FRA (France),RAVINE DES CABRIS,RE,Finisher,9,,4,Derni,58:24:31,2.74
2422,Wilfrid,BARREAU,Homme,M1 H (40-44),,FRA (France),LA PLANCHE,FR,Finisher,0,,6,Derni,58:24:43,2.74
2076,Remi,DHILLIT,Homme,SE H (23-34),,FRA (France),ETANG SALÉ,RE,Finisher,1,,1,Derni,58:24:58,2.74
545,Stéphane,GRANDIN,Homme,M4 H (55-59),,FRA (France),ANGERS,FR,Finisher,2,,0,Derni,58:26:44,2.74
1733,Yaelis,SIMON,Femme,SE F (23-34),,FRA (France),RAVINE DES CABRIS,RE,Finisher,3,6,2,Derni,58:26:54,2.74
806,Richard,MARCHAND,Homme,M3 H (50-54),,FRA (France),MONTREUIL-JUIGNÉ,FR,Finisher,4,,3,Derni,58:26:57,2.74
98,Jose,BEGUE,Homme,M3 H (50-54),,FRA (France),SAINT DENIS,RE,Finisher,5,,4,Derni,58:27:02,2.74
